id,loss
4,2446.131495327103
6,1736.956578947369
9,9985.02668181818
12,5100.06710526316
15,834.4584668989546
17,1810.526993006992
21,2130.660551181102
28,1286.7981081081082
32,2924.7722191011235
43,3250.299946808508
46,3691.4384415584423
50,1083.6132506887052
54,1504.9612068965514
62,1725.6118784530383
70,1929.0643202416904
71,6404.984578313254
75,2466.202956989248
77,2605.7927459016396
81,2143.7616184971084
83,2605.7927459016396
87,2118.0519318181823
97,1628.956929460581
103,1623.6890028490027
119,1800.3058208955238
120,1869.9132338308466
127,1235.9600310559013
138,5153.532549019608
141,1517.308398058252
148,1375.825204460966
150,2845.6342682926825
151,2355.723
158,1526.0007407407404
160,7824.489217687069
165,2182.1362952646227
168,4667.6923943662
169,3513.4604301075256
177,4505.301147540985
178,6652.961956521741
184,2194.0742391304348
194,9264.279130434783
198,1725.6118784530383
203,3501.012866666667
211,1869.9132338308466
217,1173.4314666666673
219,1544.3520478723403
221,4387.926610169491
227,1737.6846498599448
230,2206.1708163265303
235,2782.4771739130447
240,711.7845722713861
243,3023.1527005347584
249,7665.966621621624
253,3190.811219512195
258,1623.6890028490027
261,1517.308398058252
263,4308.830989399295
264,3490.05577030812
265,6132.749174757283
268,2254.3282246376807
271,1876.3273899371065
274,6681.071503957785
275,1060.8566180758016
279,1647.6461842105261
282,1825.6333870967733
286,3854.1994890510946
288,1569.0723591549295
294,2466.202956989248
296,1050.255420560748
297,1684.7221383647802
300,834.4584668989546
303,9363.63630952381
314,1569.0723591549295
315,4349.548826815637
321,1958.9354779411763
323,4911.273672316383
330,5307.749393939397
341,1808.2614925373134
342,4978.728309178746
352,2513.9567168674707
353,5449.495000000001
360,6404.984578313254
361,1848.950346666666
362,3636.1765909090905
366,1086.701635687733
372,3528.1709803921526
376,2954.4888709677425
377,2483.184424242424
379,1626.7577101449288
380,4349.548826815637
387,1745.8319024390246
392,2285.3168085106386
394,9985.02668181818
395,1599.2687755102043
397,1683.114404761905
407,4900.43158501441
411,8155.144672131149
416,2466.202956989248
417,1933.141912225705
419,2547.730397553515
428,4707.932586666663
431,2938.426025641024
436,6243.7661141304325
438,1302.2026595744685
445,6986.709797297301
446,5360.26895522388
455,1509.2241791044776
456,1219.29962962963
461,1079.9119559228654
463,2513.9567168674707
464,3657.033352601159
466,1581.5814814814823
467,1279.3405990783415
470,1465.0728533333336
475,2098.588787878788
482,3305.420497237569
490,3310.587142857145
496,1544.3520478723403
497,4707.932586666663
508,3024.4017670682742
510,1696.37027027027
512,2394.297688022284
513,4578.314444444444
523,1958.9354779411763
531,5100.06710526316
532,2184.3448447204964
533,1748.507588235293
537,1520.8363720930238
544,4849.365483870964
547,5314.501423487541
556,7468.45914364641
565,1756.6662323943667
566,1317.2743648208486
571,1694.4930769230773
573,1792.1179792746118
574,962.9572628726293
581,1628.956929460581
585,2702.764776536312
589,2818.0275576036856
597,2543.785
601,3338.1738846153826
602,1579.3991463414634
613,2084.7220731707316
616,1253.0163235294124
619,2168.0897857142854
622,3423.6407880434776
623,2609.432827586207
629,1825.6333870967733
634,1438.4332222222229
638,1247.8650581395343
642,1317.2743648208486
643,1958.9354779411763
645,1222.8587999999997
648,6438.291745562127
652,1692.6139233038352
664,1381.262106741574
666,2454.013389830509
672,1173.6648148148138
676,1652.6420540540546
678,3373.0693506493512
682,1514.9957586206901
686,4259.442542372882
688,2970.0046875
689,1224.4669436997317
690,2191.878660714285
692,12500.796333333328
695,1836.3264906832317
697,4900.43158501441
698,2442.1198630136987
706,1910.000446927374
708,2864.0745977011493
712,3786.7984567901253
715,3859.6814330218076
717,1173.6648148148138
725,3190.811219512195
729,1201.1862903225808
737,1590.6502222222225
739,6046.797355769229
747,4300.024022988507
753,3029.758994413408
758,2509.3977659574452
759,2484.9440322580654
763,1623.6890028490027
773,6145.941666666665
774,2616.2013821138225
776,2423.1273652694626
788,3187.0442424242424
790,2092.057361563518
794,1438.4332222222229
801,3373.0693506493512
802,1539.2257731958753
805,1641.5032384341634
809,6438.291745562127
812,1660.292512077294
825,3037.1400000000003
828,2464.778563829786
830,2015.4780198019803
833,1300.895086705202
850,5048.442901234565
852,8327.641642228738
862,1566.7242283950625
863,1599.2687755102043
864,1986.7995138888905
865,3854.1994890510946
868,5330.408565891472
872,1989.6287859424906
879,7665.966621621624
880,1855.6698245614048
883,1907.6128813559328
886,1989.6287859424906
923,1868.7563235294117
924,1342.4932958801503
932,2663.3925675675673
945,9003.013218390804
947,7103.46636986301
948,1514.9957586206901
955,6623.278661417323
963,4667.6923943662
979,2837.5750000000003
989,2117.332156133827
994,2633.899195402299
995,1509.2241791044776
998,2445.965555555556
1000,3391.221404958678
1018,2857.049166666666
1019,3250.299946808508
1028,2509.3977659574452
1034,1310.964262295082
1038,1986.7995138888905
1040,1544.3520478723403
1042,1465.0728533333336
1057,6243.7661141304325
1058,2583.124471544717
1063,1219.29962962963
1066,3920.541280487805
1071,4238.633041095891
1073,4171.942601626015
1074,3599.495444444443
1077,3645.2066129032232
1080,6559.02483766234
1088,1034.0339130434777
1096,853.6501408450705
1097,11099.381773700303
1105,6681.071503957785
1115,2080.7305970149255
1116,2970.0046875
1122,4171.942601626015
1130,3338.162253521125
1133,949.8954466858797
1137,2189.0693188010905
1140,2015.4780198019803
1143,9489.078181818184
1149,7710.352988505744
1150,931.9639299610897
1153,1401.8809150326813
1157,2266.702499999999
1180,844.4397159090903
1183,853.6501408450705
1188,1725.6118784530383
1193,1126.8736933797904
1200,908.4845161290315
1209,2938.843617021277
1214,2463.6529617834385
1219,2250.9934812286697
1223,7468.45914364641
1227,962.9572628726293
1228,1543.8301200000005
1229,3373.0693506493512
1233,1632.0965435356206
1238,4571.033695652174
1239,1806.7843729903536
1241,4154.651901408449
1243,1937.4474729241883
1244,1083.6132506887052
1245,3848.2802608695647
1277,4320.486509695289
1279,4319.707154471544
1292,10051.418222222237
1293,1844.8421782178223
1299,7861.705359712233
1304,3535.7859550561775
1313,5066.629111111111
1328,2818.0275576036856
1330,1381.617647058824
1334,1471.4732231404964
1335,1251.4591262135918
1336,4849.365483870964
1341,1304.7336619718308
1344,1239.359530685921
1351,1118.005782493369
1352,2562.141983471074
1354,1906.3127719298243
1368,3200.7940707964594
1373,2327.2647058823527
1375,834.4584668989546
1381,1177.030608695652
1384,5183.105
1385,3513.4604301075256
1388,4981.500164835161
1401,6669.762666666665
1402,2086.29418367347
1404,1544.3520478723403
1406,1636.4942857142848
1409,1526.7599999999989
1422,1819.7154887218046
1429,4320.486509695289
1433,5698.03005
1438,1060.8566180758016
1444,1638.7813265306127
1446,1869.9132338308466
1450,1222.8587999999997
1451,1133.9012921348317
1454,2714.995049180328
1458,3435.2159585492213
1461,2938.426025641024
1464,5032.13899736148
1465,1937.4474729241883
1478,2096.817613636365
1479,1520.8363720930238
1480,2818.0275576036856
1484,1833.4948664688425
1486,1113.6017605633797
1488,1040.546136986302
1489,3521.6005696202524
1491,1219.29962962963
1507,4083.9646853146874
1515,2419.9223170731702
1519,3284.083041666667
1528,2998.9920608108123
1529,1056.327333333333
1530,2819.47345844504
1532,1079.9119559228654
1541,1773.5101704545448
1542,3636.1765909090905
1547,1492.1862280701762
1549,1244.8268563685635
1553,2492.564778325122
1554,2044.9390555555551
1555,1324.1361963190182
1559,1929.0643202416904
1565,1632.0965435356206
1568,1173.6648148148138
1576,4238.633041095891
1579,1113.6017605633797
1592,1615.0711513157898
1596,2419.9223170731702
1605,1034.1377685950415
1607,1943.026158357773
1612,2470.5453846153846
1617,4365.189487179487
1619,2947.262285714285
1620,7665.966621621624
1624,2254.3282246376807
1627,1790.3556164383565
1633,2059.976705202313
1636,1297.0564122137407
1639,1239.359530685921
1640,3536.334588235292
1644,1590.6502222222225
1646,2002.0851685393243
1647,2938.843617021277
1654,1544.3520478723403
1655,4238.283773087073
1664,6986.709797297301
1665,2143.7616184971084
1667,6223.832711864406
1669,1424.2847058823534
1678,3347.9300000000003
1682,2830.242097378278
1689,1618.6138172043004
1690,2804.7996428571423
1693,5074.2199363057325
1695,1154.9045238095239
1705,3141.0676428571437
1706,1867.1038953488357
1708,1632.0965435356206
1716,2580.777718631179
1720,11099.381773700303
1722,1825.6333870967733
1749,3443.3838345864674
1750,2356.7214565826334
1751,7099.757401129941
1760,2361.0215942028995
1763,4505.301147540985
1770,1992.3886792452827
1777,1829.2637823834195
1785,3972.2675586854443
1791,1739.8060815047022
1794,4707.932586666663
1800,1603.2386341463423
1816,1302.2026595744685
1817,1287.5754143646416
1821,2419.9223170731702
1836,1583.2463372093027
1838,1866.635333333334
1851,2898.542275132276
1852,3786.7984567901253
1854,2547.730397553515
1856,949.8954466858797
1865,889.4607303370789
1872,1173.4314666666673
1878,854.8887019230772
1880,1059.37421875
